frame,time_s,luma_mean,luma_std,r_mean,g_mean,b_mean,entropy,edge_strength,mad_prev,motion_frac
42,1.4,125.0899829409722,47.53027042606671,139.35619791666667,122.91213541666667,104.65506944444445,7.4328220663735465,10.62557226242389,14.527175925925926,0.25199652777777776
43,1.4333333333333333,125.0896886423611,47.52986728322805,139.35607638888888,122.91161458333333,104.65651041666666,7.432650693245787,10.625942228576093,0.02361111111111111,0.0
44,1.4666666666666666,125.08006522569443,47.52843071890587,139.3439409722222,122.90315972222223,104.64270833333333,7.432743736031522,10.62664351469083,0.017065972222222222,0.0
45,1.5,125.73063198958333,48.19318949535029,139.21901041666666,123.67864583333333,106.339375,7.450362479001392,11.064201241979365,14.628912037037036,0.26171875
46,1.5333333333333334,126.41455329166666,48.156161283064684,139.50803819444445,124.39298611111111,107.88477430555555,7.472786166454759,11.499251308349946,14.526278935185186,0.26828703703703705
47,1.5666666666666667,126.2871345798611,47.78698911076431,138.96263888888888,124.3170486111111,108.47817708333334,7.46549825047361,11.46768954719245,13.880873842592592,0.2608275462962963
48,1.6,126.35225828472221,47.55900070144361,138.7242013888889,124.40317708333333,109.22909722222222,7.457832479581307,11.62962380152055,14.090601851851853,0.2621354166666667
49,1.6333333333333333,126.35041492708334,47.5611660594924,138.71798611111112,124.40307291666667,109.22289930555556,7.457812423285693,11.628755288647284,0.032783564814814814,6.36574074074074e-05
50,1.6666666666666667,127.22999165972223,45.969403893889584,139.79914930555555,125.22864583333333,110.04383680555556,7.4064433874703965,10.373364817580178,14.729525462962963,0.2736284722222222
51,1.7,128.28331416666666,45.296757586364656,141.24354166666666,126.20284722222222,110.729375,7.396238668142548,10.508006170826814,14.444826388888888,0.2744155092592593
52,1.7333333333333334,128.4206600451389,45.04217495731392,141.40789930555556,126.36914930555555,110.50034722222222,7.386449475669828,10.593625111712385,14.951354166666667,0.2756134259259259
53,1.7666666666666666,126.58382391319445,46.158037428958984,139.5197222222222,124.4940625,109.19359375,7.412805175789786,10.772330615753472,16.02132523148148,0.2974826388888889
54,1.8,126.59619723263889,46.2488156947956,139.47427083333332,124.51762152777778,109.26543402777777,7.418126643061446,10.926442563765544,0.46860532407407407,0.010219907407407407
55,1.8333333333333333,126.61554761111108,46.37276931060188,139.43673611111112,124.54699652777778,109.35298611111111,7.425420183016925,11.10090096454759,0.6932696759259259,0.012523148148148148
56,1.8666666666666667,124.94587958333331,47.456201001463526,137.91364583333333,122.76940972222222,108.32072916666667,7.446616179008181,10.981341620583606,15.24322337962963,0.28425925925925927
57,1.9,124.58148896180556,47.974224893143855,137.51256944444444,122.37196180555556,108.39182291666667,7.457423290616201,11.07816341264212,14.834247685185185,0.29151041666666666
58,1.9333333333333333,123.49424738194445,48.330047377950976,136.40083333333334,121.29407986111111,107.28399305555556,7.472274555284246,11.203282062289357,14.913721064814816,0.2935763888888889
59,1.9666666666666666,122.74133870138888,48.379379328213794,135.49664930555556,120.60131944444444,106.38071180555555,7.49246039452648,11.322790765022965,14.079809027777777,0.2875636574074074
60,2.0,122.74060726388888,48.51342327672702,135.4700347222222,120.60472222222222,106.41524305555555,7.49587490319876,11.423341717635685,0.8911921296296297,0.014907407407407407
61,2.033333333333333,122.50524246527777,47.77565248509835,135.33939236111112,120.34133680555556,106.1490798611111,7.492404197841286,11.289622469993471,12.867112268518518,0.2697685185185185
62,2.066666666666667,122.69077068402778,46.49468082696014,135.47595486111112,120.56434027777777,106.10756944444445,7.470039786702511,11.03057825372111,11.851944444444445,0.2607407407407407
63,2.1,123.47688218055555,45.62404897857608,136.25913194444445,121.37147569444444,106.6940625,7.419909426098011,10.867165899066638,11.260578703703704,0.2467650462962963
64,2.1333333333333333,123.47738340972222,45.62292939328193,136.26140625,121.37126736111111,106.69637152777777,7.420108803587402,10.867879674201196,0.016307870370370372,0.0
65,2.1666666666666665,124.11529419791667,45.64644122496394,136.89302083333334,122.03753472222222,107.07192708333334,7.396030044968034,10.864989849648722,10.976238425925926,0.23726273148148147
66,2.2,124.10217083333332,45.64747455091588,136.86359375,122.030625,107.04526041666666,7.395560794968365,10.87196344699949,0.12007523148148148,0.0001388888888888889
67,2.2333333333333334,123.82335934375,46.08758214718471,136.43807291666667,121.75748263888889,107.14229166666667,7.4029419152248215,11.088424299575655,10.222615740740741,0.20903935185185185
68,2.2666666666666666,123.01233951736111,46.32059366471932,134.77529513888888,121.13272569444445,106.99427083333333,7.414498985783795,11.306708896315424,11.654166666666667,0.2195023148148148
69,2.3,121.54091258680556,46.42396368841788,132.34755208333334,119.80368055555556,106.92840277777778,7.426482321244448,11.313991587455778,10.217216435185184,0.20530092592592591
70,2.3333333333333335,119.81486713541666,46.59150521958759,129.56994791666668,118.35131944444444,105.58770833333334,7.432451358766107,11.516604845306391,10.963668981481481,0.21358796296296295
71,2.3666666666666667,119.84488265972222,46.58353229823758,129.618125,118.37442708333333,105.63267361111112,7.432505630176189,11.508895408162,0.12258101851851852,0.00016203703703703703
72,2.4,118.81424242013888,46.43705017381191,128.4557986111111,117.33116319444444,105.11484375,7.423863852419986,11.236124661695333,10.386163194444444,0.21516203703703704
73,2.433333333333333,118.21992812847222,45.796027643076435,128.30682291666668,116.61848958333333,104.38163194444445,7.415251413843626,10.964498097239126,12.442337962962963,0.25052083333333336
74,2.466666666666667,118.21375868055556,45.792948134314905,128.29793402777779,116.61355902777778,104.37119791666667,7.414178464833597,10.963546969043886,0.017725694444444443,0.0
75,2.5,119.24107729861112,45.355688832074975,129.89543402777778,117.50092013888889,105.10595486111112,7.4287524105807865,10.760181903562327,13.042905092592592,0.2618287037037037
76,2.533333333333333,121.3982539513889,45.164013616634,132.65125,119.51291666666667,106.93850694444444,7.423153718625463,10.831595842374938,13.273998842592592,0.2657465277777778
77,2.566666666666667,121.39060688888887,45.16562058942823,132.63463541666667,119.50807291666666,106.92949652777777,7.423517060768225,10.831996313760072,0.05451967592592592,9.259259259259259e-05
78,2.6,124.23866312152778,45.06986660073663,136.06984375,122.23682291666667,109.2304513888889,7.405434454501368,10.84720222421978,13.14191550925926,0.26621527777777776
79,2.6333333333333333,125.93020670833333,44.60491068753726,137.98557291666665,123.88796875,110.66203125,7.406936286145442,10.83277232895987,13.273211805555556,0.26223958333333336
80,2.6666666666666665,126.69758528472222,44.325326425231204,138.87664930555556,124.64376736111112,111.17987847222223,7.395075140825835,10.652579658762543,12.343055555555555,0.24546875
81,2.7,126.70142779166666,44.304947016384304,139.0688715277778,124.63032986111111,110.80019097222223,7.381663333648817,10.599535251052473,11.313148148148148,0.23708333333333334
82,2.7333333333333334,126.67767605902777,44.31719839847697,139.03614583333334,124.61008680555555,110.76810763888889,7.381678391893577,10.604501806859897,0.18671875,0.0003587962962962963
83,2.7666666666666666,125.78662516666665,44.391626077426125,137.93168402777778,123.77571180555556,109.9440451388889,7.384716934710102,10.53689514222727,10.678165509259259,0.22932291666666665
84,2.8,125.77926852430555,44.396112999136655,137.91822916666666,123.77109375,109.92751736111111,7.384692625579985,10.538588402490152,0.02546875,0.0
85,2.8333333333333335,124.87673387499999,44.18902818794126,136.69116319444444,122.89373263888889,109.73123263888888,7.383107503228402,10.363609957504028,10.646741898148148,0.22639467592592594
86,2.8666666666666667,123.61304109722222,44.047165700467396,134.94314236111111,121.70034722222222,109.19723958333333,7.363910917847836,10.048189660600173,9.976903935185184,0.21675925925925926
87,2.9,121.08512558680555,45.277074158017776,131.4025173611111,119.38621527777778,107.53364583333334,7.415089660449739,10.550744632619175,16.191267361111112,0.3463657407407407
88,2.933333333333333,121.08377547916665,45.27826758016839,131.39869791666666,119.38626736111111,107.52567708333333,7.414984984824174,10.552622315794842,0.07398148148148148,3.472222222222222e-05
89,2.966666666666667,122.04053670833333,46.33656670569035,132.5167361111111,120.33069444444445,108.12972222222223,7.466027454048218,10.855704610258698,10.284635416666667,0.23500578703703703
90,3.0,123.20282069097222,46.98277599338148,134.01961805555555,121.47460069444445,108.47112847222222,7.4948853203331485,10.86500216683608,9.800185185185185,0.22196180555555556
91,3.033333333333333,124.89239074305556,47.248370900283405,136.49260416666667,123.03987847222223,109.08506944444444,7.483628043386509,10.996836294742234,10.436741898148147,0.21716435185185184
92,3.066666666666667,125.93165660763887,47.982859707620555,138.31796875,123.96862847222222,108.90434027777778,7.513525968678195,11.019067361426707,10.333489583333334,0.1988946759259259
93,3.1,125.92747774305556,47.97612792078468,138.3124826388889,123.96463541666667,108.90217013888889,7.513900162729029,11.023558577626948,0.13116319444444444,0.00016203703703703703
94,3.1333333333333333,125.90961248263888,47.981317288339284,138.2875173611111,123.94975694444445,108.875625,7.513806313877239,11.026162102781694,0.04553240740740741,0.0
95,3.1666666666666665,125.73331118055555,48.29620880674555,138.8292013888889,123.63800347222222,107.92690972222222,7.521799001685819,10.992596997713235,9.851180555555555,0.18423032407407408
96,3.2,125.1437588888889,48.12258544032402,138.53213541666668,123.02552083333333,106.70324652777778,7.504228060579997,10.823024638466514,9.784311342592593,0.17681712962962962
97,3.2333333333333334,124.61591990277778,47.950302300812304,138.1809548611111,122.47032986111111,105.92616319444444,7.467717560504352,10.570704051330708,8.946938657407408,0.1633101851851852
98,3.2666666666666666,124.58347860416666,47.6772528342166,138.2083159722222,122.45112847222222,105.58647569444445,7.449093207731517,10.457844580886402,8.228773148148148,0.15363425925925925
99,3.3,124.62227679166666,47.66789716337726,138.265,122.48293402777777,105.641875,7.449824457123107,10.458435901691738,0.11043981481481481,0.0
100,3.3333333333333335,125.27313608680554,47.5816691102897,139.10946180555555,123.10065972222222,106.05086805555555,7.445127194514651,10.492839726639954,8.576319444444444,0.14618634259259258
101,3.3666666666666667,126.69065330208335,47.15630052298809,140.75546875,124.47706597222222,107.2028125,7.424158525563172,10.608599532380126,6.682725694444445,0.11695023148148148
102,3.4,126.97072981597222,47.10027751323586,140.98755208333333,124.78432291666667,107.35496527777778,7.4000568685968755,10.665920820562345,5.823391203703704,0.10390046296296296
103,3.433333333333333,126.63043164930555,47.05510930649852,140.7682465277778,124.42307291666667,106.8659375,7.357983142369061,10.853264385068659,6.028101851851852,0.08799768518518518
104,3.466666666666667,126.58785401736111,47.02944720526911,140.72230902777778,124.38295138888888,106.80892361111111,7.356985910722007,10.851203705519847,0.11544560185185185,0.0
105,3.5,126.62156599305555,47.02993692071809,140.78899305555555,124.40494791666667,106.86159722222222,7.3576008598368405,10.851795396812713,0.16248842592592594,1.736111111111111e-05
106,3.533333333333333,125.90437655555554,46.780276233366166,140.03723958333333,123.70432291666667,106.08210069444445,7.326939835237684,10.881562047053198,3.641377314814815,0.06814814814814815
107,3.566666666666667,125.55209543055555,46.53601874604225,139.79817708333334,123.3085763888889,105.82699652777778,7.299458822011563,10.859096805429683,3.1487094907407407,0.05828703703703704
108,3.6,125.34113133680555,46.41934964893835,139.57204861111111,123.10661458333334,105.57151041666667,7.285642913010118,10.845007178180499,2.658611111111111,0.05167245370370371
109,3.6333333333333333,125.38019757291666,46.525707691048524,139.57289930555555,123.15654513888889,105.61548611111111,7.286986041368412,10.822636045889812,1.8664699074074074,0.033761574074074076
110,3.6666666666666665,125.31591314930554,46.54748006070041,139.46449652777778,123.11175347222222,105.48802083333334,7.286149294957783,10.842476811471608,0.2260300925925926,0.0001388888888888889
111,3.7,125.85917432638888,45.652600427854374,140.48338541666666,123.57121527777778,105.46085069444445,7.208806039790076,9.38925041555448,2.777974537037037,0.041533564814814815
112,3.7333333333333334,125.8753548125,45.47292330034578,140.5126388888889,123.58967013888889,105.41600694444445,7.193158975447929,9.4230830024777,0.9920196759259259,0.018721064814814815
113,3.7666666666666666,125.82426345138889,45.29352317170972,140.49168402777778,123.53524305555555,105.30921875,7.174769443214334,9.443302372862341,0.9031192129629629,0.017106481481481483
114,3.8,125.80474082986112,45.30401720845756,140.45878472222222,123.52175347222222,105.26932291666667,7.175455910961421,9.445223478576096,0.05258101851851852,0.0
115,3.8333333333333335,124.73873557638888,45.79997740723006,139.20678819444444,122.48508680555555,104.46036458333333,7.206354373910484,9.777736568587532,1.9335474537037036,0.021770833333333333
116,3.8666666666666667,124.71590611805556,45.815319567257994,139.1743402777778,122.46711805555556,104.41770833333334,7.206318298123238,9.788146164122079,0.10666087962962963,0.0
117,3.9,122.54583636111111,46.35245719587128,136.61682291666668,120.36315972222222,102.73362847222222,7.25456461171738,10.283900901990917,3.888935185185185,0.04112847222222222
118,3.933333333333333,120.53027456944444,46.62339173632972,134.13607638888888,118.43008680555556,101.27072916666667,7.296255061157921,10.58783962677305,5.229299768518518,0.06488425925925925
119,3.966666666666667,117.83670687152778,47.77499775779163,131.15241319444445,115.79508680555556,98.85121527777778,7.329854133503874,10.7815561829885,7.102135416666667,0.09706018518518518
120,4.0,115.91173998611112,48.53822194571978,129.24901041666666,113.87407986111111,96.82352430555555,7.359771072218484,10.837234345397238,8.721128472222222,0.12744212962962964
121,4.033333333333333,115.89067261805555,48.54385455199985,129.2176736111111,113.85734375,96.78979166666667,7.359607324477304,10.839427667254196,0.06745370370370371,0.0
122,4.066666666666666,115.36112662152779,48.35033835019537,129.09633680555555,113.24526041666667,95.87583333333333,7.357129183827425,10.536124308232342,9.782633101851852,0.1544212962962963
123,4.1,116.41925457291667,47.691439652271484,130.54605902777777,114.24845486111111,96.32503472222223,7.345944182242371,10.36662682549464,11.492719907407407,0.17346064814814816
124,4.133333333333334,116.45708732291666,47.70424390637444,130.56996527777778,114.28888888888889,96.37810763888889,7.3466683906821375,10.43711018720666,0.21074652777777778,0.004820601851851852
125,4.166666666666667,117.34480235763888,47.82763852041373,131.56229166666665,115.14614583333334,97.25949652777778,7.330180022961142,10.284770567045308,12.296597222222223,0.19262152777777777
126,4.2,117.64345067013889,48.55629091198061,131.9306076388889,115.43883680555555,97.4120138888889,7.327387583135117,10.38379439486125,11.759450231481482,0.17630208333333333
127,4.233333333333333,117.7044180659722,48.64511968346146,131.97043402777777,115.50300347222222,97.50354166666666,7.3328872692827956,10.462004727199393,0.5193402777777778,0.007291666666666667
128,4.266666666666667,118.48321448958333,49.62674901737413,132.82133680555555,116.25276041666666,98.35767361111111,7.298343357136854,10.82097169506785,12.42170138888889,0.17348958333333334
129,4.3,119.5794154548611,51.112216000731735,133.75604166666668,117.3918923611111,99.50414930555556,7.267237376824504,11.25182883976115,10.886180555555555,0.16124421296296296
130,4.333333333333333,121.04956906250001,52.31241389253999,135.22354166666668,118.81404513888889,101.45760416666667,7.345972371149738,11.703226354701172,7.334299768518519,0.13138310185185184
131,4.366666666666666,122.09230343402777,53.43287177224083,135.95789930555554,119.92057291666667,102.77645833333334,7.459363354987025,11.977600870653898,6.520908564814815,0.12607060185185184
132,4.4,122.13968329166667,53.491907605955234,135.996875,119.96881944444445,102.84,7.46339090120795,12.005411106172858,0.7747569444444444,0.005590277777777777
133,4.433333333333334,122.64385563541666,54.038676192279304,136.20258680555557,120.53213541666666,103.63715277777777,7.4947740027651015,12.05914983026117,10.557025462962963,0.1153125
134,4.466666666666667,122.67097872569445,54.03918015972596,136.23836805555555,120.55526041666667,103.67838541666667,7.495408264901941,12.057310013743923,0.08814814814814814,0.0
135,4.5,123.42446319097223,54.01036385466127,136.65272569444446,121.36963541666667,104.82729166666667,7.501649075082574,12.167401537747928,14.083935185185185,0.13175925925925927
136,4.533333333333333,123.67785059027779,54.39547145794123,136.69822916666666,121.61616319444444,105.76076388888889,7.520315310928688,12.366882422473505,13.41913773148148,0.12956597222222221
137,4.566666666666666,124.40751102777777,55.37649901979053,136.92163194444444,122.50607638888889,106.39371527777777,7.5470818501652435,12.632819800043636,9.104149305555556,0.11065393518518518
138,4.6,124.4550521284722,55.383490768421346,136.9931423611111,122.54465277777778,106.45947916666667,7.546671371687804,12.627515693223412,0.15772569444444445,0.0
139,4.633333333333334,124.43203739583332,55.327755619547226,136.9581423611111,122.54234375,106.26664930555556,7.546126597664662,12.634660394686243,5.09931712962963,0.07951388888888888
140,4.666666666666667,125.03940766319444,55.20290600787438,137.6369097222222,123.11022569444444,107.05494791666666,7.547526672545871,12.70101358486011,3.860445601851852,0.06642361111111111
141,4.7,125.02564179166666,55.11782741439697,137.5532986111111,123.11796875,107.03378472222222,7.546640124972422,12.711214547184543,2.7961863425925926,0.04443287037037037
142,4.733333333333333,125.00701634027777,55.13279239835513,137.5021875,123.11173611111111,106.98805555555556,7.54543927201046,12.726654958320076,1.59765625,0.03222222222222222
143,4.766666666666667,124.96994919791666,55.150267353257924,137.44065972222222,123.08572916666667,106.9134548611111,7.544804266839711,12.73001382050008,0.10357060185185185,0.0
144,4.8,125.01065051041667,55.13428500293546,137.49713541666668,123.11907986111112,106.98052083333333,7.545440433124376,12.728715296335903,0.08149884259259259,0.0
145,4.833333333333333,125.13602286458332,55.159151192751914,137.64809027777778,123.23119791666667,107.16185763888889,7.546348521256849,12.737084515533759,2.0634722222222224,0.04515046296296296
146,4.866666666666666,125.07635083333334,55.2665490034367,137.60694444444445,123.16109375,107.15097222222222,7.54834375775242,12.736858836818628,1.9472511574074074,0.04581597222222222
147,4.9,124.67350893749999,55.48420117983279,137.11690972222223,122.78994791666666,106.69090277777778,7.550414635496291,12.755257401798032,2.0330092592592592,0.04057291666666667
148,4.933333333333334,124.45079247916667,55.395240354830264,136.89559027777779,122.56171875,106.51868055555556,7.550285380793412,12.753999463466538,1.6197685185185184,0.028854166666666667
149,4.966666666666667,124.42488580902777,55.408263313798685,136.86258680555557,122.53890625,106.48302083333333,7.5502853689444,12.75737904573329,0.0819849537037037,0.0
150,5.0,124.44272555208332,55.4031976866772,136.88361111111112,122.55487847222223,106.50998263888889,7.549215103781178,12.761008527762211,0.48891203703703706,0.006765046296296296
151,5.033333333333333,124.12725610069444,55.41102451174253,136.79791666666668,122.17697916666667,106.13633680555556,7.5543546000056185,12.811114841693154,0.5868923611111111,0.006053240740740741
152,5.066666666666666,123.90382484374997,55.30575880744193,136.86789930555557,121.86407986111111,105.93517361111111,7.559753951011157,12.883936559429781,1.064392361111111,0.016770833333333332
153,5.1,122.94480258680555,55.09371276244413,136.81369791666665,120.64996527777778,104.83871527777778,7.583401353653465,13.061808716923252,2.4886168981481482,0.05288194444444445
154,5.133333333333334,122.95434742708333,55.09180284772423,136.82628472222223,120.65828125,104.85147569444445,7.583243925781863,13.063646753505362,0.032609953703703703,0.0
155,5.166666666666667,122.91675370486111,55.101642108475914,136.77928819444443,120.62503472222222,104.79850694444444,7.583642032163285,13.06607718606492,0.06958912037037036,0.0
156,5.2,122.34132446527776,54.9884254669203,136.76376736111112,119.88598958333333,104.19512152777777,7.5994977492248665,13.228046262526536,2.1920023148148147,0.04403356481481482
157,5.233333333333333,121.6497193784722,54.8865792896333,136.48222222222222,119.0787673611111,103.44133680555555,7.6164718597714165,13.392632117258966,2.450920138888889,0.05220486111111111
158,5.266666666666667,121.47354586458331,54.430434404278856,137.00963541666667,118.730625,102.896875,7.597373545660661,12.707888672219934,3.4783969907407406,0.06918402777777778
159,5.3,121.32867830208333,54.40151991591447,137.23244791666667,118.4895138888889,102.62270833333334,7.600056864655864,12.840377379898484,2.9913194444444446,0.06122685185185185
160,5.333333333333333,121.31978978819443,54.39145357328217,137.22546875,118.47612847222223,102.65274305555556,7.601758434476945,12.885427530425497,0.16579282407407409,0.0022453703703703702
161,5.366666666666666,121.38215163194445,54.39705029543226,137.45708333333334,118.50057291666667,102.59232638888889,7.601625632210087,12.944550925677623,3.260133101851852,0.06976851851851852
162,5.4,121.2512288125,54.5782140514875,137.1422048611111,118.41300347222223,102.57362847222223,7.600818197044045,12.996993894533128,3.708009259259259,0.07637731481481481
163,5.433333333333334,121.46056604513889,54.53223614634451,137.2631597222222,118.65911458333333,102.67894097222222,7.596252079020368,12.957241709083586,3.9267534722222224,0.07883101851851852
164,5.466666666666667,121.44979796527777,54.56525287751323,137.24230902777776,118.64586805555555,102.72241319444444,7.601070784658751,13.026474074627632,0.389525462962963,0.006811342592592593
165,5.5,121.58192596874999,54.37532403533475,137.38241319444444,118.80371527777778,102.57628472222223,7.590457832408898,12.941978232687473,4.904658564814815,0.08539351851851852
166,5.533333333333333,121.62846173958333,54.42776755062822,137.44480902777778,118.83715277777777,102.70586805555556,7.5951536632760925,13.0270832729536,0.508912037037037,0.007256944444444444
167,5.566666666666666,122.06422921180554,54.313156411323135,138.05263888888888,119.24380208333334,102.92342013888889,7.588162448706337,13.084285066847922,3.624982638888889,0.06754050925925927
168,5.6,122.1305906284722,54.23793476746667,138.30810763888888,119.2653125,102.87722222222222,7.59119221179933,13.312628400350304,3.0183622685185183,0.06677662037037037
169,5.633333333333334,121.26576925694444,54.351912629069076,137.3386111111111,118.41984375,102.1289236111111,7.601627562843548,13.490790505783853,3.6590046296296297,0.0645949074074074
170,5.666666666666667,120.42715267013888,54.68141810323744,136.26147569444444,117.66649305555555,101.14802083333333,7.602178964864682,13.644852557937664,5.074166666666667,0.07793981481481481
