frame,time_s,rms,peak,spectral_flux,centroid_hz
24,0.8,0.4193998962881272,0.994720458984375,0.27686742769088707,1694.7979851011144
25,0.8333333333333334,0.30376427598039474,0.786651611328125,0.34651007108574383,2448.642845785768
26,0.8666666666666667,0.3603110205012144,0.948455810546875,0.3175832437167856,2680.9595852872626
27,0.9,0.3742958746229968,0.948455810546875,0.4091509646321835,1124.0115747885302
28,0.9333333333333333,0.2461939352413183,0.753631591796875,0.40753722066443954,1310.0508877986883
29,0.9666666666666667,0.18543723147190175,0.692047119140625,0.2716350135970297,1607.4893749373916
30,1.0,0.33591101099386117,0.96905517578125,0.3427958258554471,1277.4087417327044
31,1.0333333333333334,0.4285581379021595,0.96905517578125,0.41437655201230145,985.5419240080706
32,1.0666666666666667,0.3852975394229639,0.928192138671875,0.45924535173428044,1099.0752746396388
33,1.1,0.23386823182642383,0.795074462890625,0.33332744658908026,1479.93980675379
34,1.1333333333333333,0.09503076213580944,0.364501953125,0.40804754983963737,2788.2897701973397
35,1.1666666666666667,0.26083085592250327,0.999969482421875,0.40018708522873686,1430.7559424999638
36,1.2,0.34394295360845073,0.999969482421875,0.3254646747219381,1038.7906221480653
37,1.2333333333333334,0.35727832261033504,0.95343017578125,0.41140790498388746,1834.4313681806843
38,1.2666666666666666,0.34199502284698197,0.969085693359375,0.38970336716924214,1086.1028306080816
39,1.3,0.2825397730831613,0.969085693359375,0.3116879869221319,1061.153798551586
40,1.3333333333333333,0.35407663863496946,0.970672607421875,0.37111906823431295,1209.2516902327648
41,1.3666666666666667,0.39277573543014616,0.98291015625,0.441789659841268,899.4101490643379
42,1.4,0.3395174509917262,0.98291015625,0.2961323197470342,961.033602581707
43,1.4333333333333333,0.2627383359311237,0.809295654296875,0.4426212922469816,911.3805830797752
44,1.4666666666666666,0.22860898685091877,0.561981201171875,0.41784751681643634,1237.81346147143
45,1.5,0.19215548398308283,0.561981201171875,0.36122648076836783,2461.1743676634096
46,1.5333333333333334,0.1740998938638439,0.537841796875,0.36513341178360736,3757.6706180362435
47,1.5666666666666667,0.1729322545818283,0.485687255859375,0.31516803597879856,3210.860021284435
48,1.6,0.16575215404733695,0.485687255859375,0.34120018697998766,1906.4442566204325
49,1.6333333333333333,0.2174628181098474,0.97601318359375,0.37101325468455515,2548.0021494862135
50,1.6666666666666667,0.3491140793618228,0.97601318359375,0.45384969305728273,1481.9070456994743
51,1.7,0.41963143232024236,0.958282470703125,0.3777353827790984,1327.3711458243906
52,1.7333333333333334,0.4234313860241351,0.892852783203125,0.25062562108198416,1135.9977514635643
53,1.7666666666666666,0.3593813983102057,0.93865966796875,0.4560956180911956,1697.4820666637293
54,1.8,0.35112362590883656,0.945220947265625,0.46110585172790025,1429.1564661682403
55,1.8333333333333333,0.36836692261471105,0.945220947265625,0.23255498396054616,1756.11653044445
56,1.8666666666666667,0.29132338944314684,0.8658447265625,0.4831821311559341,3507.54103215483
57,1.9,0.2892903381603081,0.9853515625,0.32125139120111396,3682.1488137698234
58,1.9333333333333333,0.32622333255022784,0.9853515625,0.31737178118026854,3297.105288487964
59,1.9666666666666666,0.3030692541617439,0.95782470703125,0.5681604870654472,1175.9396467829336
60,2.0,0.18313239374509122,0.878692626953125,0.3807767760067817,1632.2441029144038
61,2.033333333333333,0.11471252069584637,0.365753173828125,0.36395219798420486,2479.384375660017
62,2.066666666666667,0.1209358407139431,0.365753173828125,0.2593486617518064,2587.0625914500024
63,2.1,0.2378011312967617,0.72576904296875,0.43598362896690834,1508.417810511127
64,2.1333333333333333,0.31921056034926837,0.9566650390625,0.28087038832901284,1686.6700038365836
65,2.1666666666666665,0.34080517586387604,0.9566650390625,0.3973810035864633,1788.5427428765483
66,2.2,0.2594782977862085,0.810821533203125,0.3352787938216224,1994.7707765521322
67,2.2333333333333334,0.22111915831515405,0.823486328125,0.4027405490578216,2914.2291469042584
68,2.2666666666666666,0.24655880761340535,0.823486328125,0.32251134368364426,2293.429393616961
69,2.3,0.17198086808498234,0.7786865234375,0.26687558715581383,2438.9056902091534
70,2.3333333333333335,0.10053831465686265,0.380645751953125,0.2862552540558329,2229.749278519521
71,2.3666666666666667,0.09156960121442452,0.3314208984375,0.1794966365610917,2246.0523821193738
72,2.4,0.08632109706092272,0.3314208984375,0.2772634732985708,2741.5533251197394
73,2.433333333333333,0.2442569855506652,0.95947265625,0.34526499580356856,2097.139277364785
74,2.466666666666667,0.3767263789353035,0.95947265625,0.34982623884786057,1837.8661223616402
75,2.5,0.3555031905607159,0.8385009765625,0.3434259262332567,1147.4713236314144
76,2.533333333333333,0.30104957072029587,0.6429443359375,0.24418279122969216,1630.5614629398701
77,2.566666666666667,0.311818754629305,1.0,0.45718966549704565,3277.512565444282
78,2.6,0.3936678395422037,1.0,0.28473488779844525,2639.6744317607536
79,2.6333333333333333,0.3527208212561373,0.999969482421875,0.39756761337905955,1910.5106285602062
80,2.6666666666666665,0.19757749114226852,0.6837158203125,0.35994116603642545,1481.5552000877938
81,2.7,0.2071842930594705,0.967193603515625,0.46073662374239166,3561.105126332167
82,2.7333333333333334,0.191233872669465,0.967193603515625,0.49561628969079746,1545.6359625392706
83,2.7666666666666666,0.14293532849379886,0.967041015625,0.48122480688110797,2890.3321998901565
84,2.8,0.1850376971665063,0.972381591796875,0.5563475792653622,1248.618018241742
85,2.8333333333333335,0.17798770645329876,0.972381591796875,0.3446178577420094,1194.9824610207104
86,2.8666666666666667,0.10290680904152084,0.340179443359375,0.5255566725201848,2872.517480994015
87,2.9,0.3126381508645033,0.990325927734375,0.4309692792388276,2078.786755702541
88,2.933333333333333,0.46402340088346855,0.990325927734375,0.4142565114565104,1190.0973527428118
89,2.966666666666667,0.43834516336596496,0.977996826171875,0.4975640590206965,1746.0614456219803
90,3.0,0.3334611479394308,0.977996826171875,0.4489582407542265,2637.950330856057
91,3.033333333333333,0.2458814277063887,0.85858154296875,0.32851100270826483,3768.68697204034
92,3.066666666666667,0.24991711911441405,0.8526611328125,0.44193168350001233,1646.1239691970768
93,3.1,0.30959977830567226,0.9842529296875,0.3944167649028954,1152.2269354726118
94,3.1333333333333333,0.2880096960669266,0.9842529296875,0.3902271872625734,1417.7246514664803
95,3.1666666666666665,0.2042931383377441,0.927032470703125,0.33341381708850254,1941.699278682214
96,3.2,0.1639728564615574,0.571319580078125,0.38408328011226905,1465.6751802730798
97,3.2333333333333334,0.18675507066271185,0.8255615234375,0.32927317659455596,1809.4142489633646
98,3.2666666666666666,0.22904931608287324,0.8255615234375,0.27339872093862083,2470.080488780095
99,3.3,0.265147217101588,0.900665283203125,0.3786677370784992,1419.3641370355401
100,3.3333333333333335,0.2195769729264148,0.900665283203125,0.25282270050291855,1732.8860514217713
101,3.3666666666666667,0.10751016130665393,0.604461669921875,0.3731706486019542,2226.857322691518
102,3.4,0.06602095005147623,0.2237548828125,0.3209702667604809,2512.602827170349
103,3.433333333333333,0.062444847408885173,0.221954345703125,0.3407746529467497,2900.2608183041193
104,3.466666666666667,0.060543665119919085,0.221954345703125,0.25370936852933507,2857.5205655855198
105,3.5,0.08312796680469034,0.4937744140625,0.263303662486854,3268.1718631406306
106,3.533333333333333,0.3452069703725873,0.941253662109375,0.437692606150335,2299.313060467564
107,3.566666666666667,0.4608624914287464,0.941253662109375,0.28936729710205833,1450.4876914710353
108,3.6,0.38809244548415744,0.925048828125,0.29597081568080325,2316.8245345739792
109,3.6333333333333333,0.30304716208340465,0.751373291015625,0.24464842820433597,1872.108463095336
110,3.6666666666666665,0.3145009964024538,0.577056884765625,0.2546241418094716,1355.012019851385
111,3.7,0.30939503580959526,0.577056884765625,0.16905260223563462,993.2841548129993
112,3.7333333333333334,0.2472104691013768,0.649383544921875,0.4797681932675997,3110.407121325997
113,3.7666666666666666,0.19489505473430896,0.649383544921875,0.2298099081120819,2416.856496294743
114,3.8,0.16904028349256178,0.331512451171875,0.31026338324602487,1444.7925886912587
115,3.8333333333333335,0.15362854743520624,0.2889404296875,0.2004200676250223,1413.1002266881933
116,3.8666666666666667,0.16014055547767264,0.315765380859375,0.24456894058353065,1539.7535101368476
117,3.9,0.19831623552274572,0.528717041015625,0.2647145500059098,1372.3386334006027
118,3.933333333333333,0.2610694258995802,0.8492431640625,0.30694622224052687,1376.5776442472497
119,3.966666666666667,0.3898773896982678,1.0,0.3349959445793428,1223.1086293918122
120,4.0,0.41740405992502555,1.0,0.31515403835475964,1201.9488737618917
121,4.033333333333333,0.4509417154108482,0.98736572265625,0.2642437339873816,1469.623439319106
122,4.066666666666666,0.47942937435315386,0.98736572265625,0.29644514577018133,1442.6785235547477
123,4.1,0.40923707927733943,0.985931396484375,0.38917546774037665,1069.4160204122368
124,4.133333333333334,0.3313227058511384,0.983642578125,0.35375526796494167,1357.7000677494893
125,4.166666666666667,0.301664861977841,0.983642578125,0.323248463319666,1214.0594708524377
126,4.2,0.2669236193354559,0.896148681640625,0.34447686603844563,1070.0294540504863
127,4.233333333333333,0.21280793957128213,0.684814453125,0.486326152214862,3445.677369111834
128,4.266666666666667,0.1969583194635037,0.52410888671875,0.37779160072337004,1901.6865738722277
129,4.3,0.31679774862722776,0.916748046875,0.4404836113199254,774.8498967568245
130,4.333333333333333,0.36779255267425187,0.994476318359375,0.41605075834080996,901.9731972628607
131,4.366666666666666,0.3350729640188971,0.994476318359375,0.30685388001151603,1470.0637809258697
132,4.4,0.21817580825119748,0.790496826171875,0.3874151689840388,1239.710630694424
133,4.433333333333334,0.12962717178348454,0.5985107421875,0.6206826323577274,4440.503390491749
134,4.466666666666667,0.28826792451674965,0.98602294921875,0.3817303571452786,2888.446197083557
135,4.5,0.3509893041773592,0.98602294921875,0.4059017156336099,1373.7549702755118
136,4.533333333333333,0.38439326194075,1.0,0.4785006143683145,1020.4891676870327
137,4.566666666666666,0.38496820657353137,1.0,0.2814167179446891,1404.3190910331648
138,4.6,0.36480389345402964,0.999969482421875,0.32275438674929857,1954.496534532211
139,4.633333333333334,0.35715443228068855,0.98065185546875,0.38318466255134354,991.489757230254
140,4.666666666666667,0.37240279453123987,0.8302001953125,0.32601663781241436,889.6503203862487
141,4.7,0.36844700812170733,0.995758056640625,0.2569082983839532,831.3849506685832
142,4.733333333333333,0.34913991443061626,0.995758056640625,0.34039675981933865,640.9862629812685
143,4.766666666666667,0.34609369484953706,0.953826904296875,0.22702081535831845,594.1563186533541
144,4.8,0.3047400733430603,0.657623291015625,0.32163615777026466,909.344720069641
145,4.833333333333333,0.3003724512953982,0.979949951171875,0.2968600739479507,1302.560572987794
146,4.866666666666666,0.34319456169944207,0.979949951171875,0.470793132306272,974.4651011171502
147,4.9,0.3051918638210175,0.973724365234375,0.3870715782459454,970.2526697503552
148,4.933333333333334,0.21932010517656583,0.754302978515625,0.42839478767225153,794.8961176123756
149,4.966666666666667,0.1850307385109696,0.392425537109375,0.34244665264599605,872.3729984616532
150,5.0,0.2091641048699864,0.41265869140625,0.21051286574074562,628.4119437598231
151,5.033333333333333,0.193750841975599,0.41265869140625,0.14691243207139143,666.4210061508946
152,5.066666666666666,0.1601020216099826,0.39068603515625,0.44894459235641826,1741.6038178012902
153,5.1,0.16556599594025767,0.376983642578125,0.2588557805423792,1292.187924056449
154,5.133333333333334,0.1721774316534995,0.42388916015625,0.23667277993292396,978.4549505952083
155,5.166666666666667,0.18931928430679978,0.52398681640625,0.37765461758380225,1387.2598509200445
156,5.2,0.2911834237443737,0.931915283203125,0.32778987876888943,1197.308866881976
157,5.233333333333333,0.3552887185910262,0.983306884765625,0.29928603255090364,1121.3518945686626
158,5.266666666666667,0.26083987505432576,0.967041015625,0.2564723380718543,1187.1008690651486
159,5.3,0.1602827199535898,0.623077392578125,0.3025769867375771,1174.0893404986564
160,5.333333333333333,0.11928716687658603,0.43743896484375,0.23202019240936264,1310.4779131595042
161,5.366666666666666,0.09350728620427844,0.30279541015625,0.29480865547946666,1628.0995239681504
162,5.4,0.1733858090577224,0.9456787109375,0.3774374249322217,1950.6270776288377
163,5.433333333333334,0.2569798792947061,0.9541015625,0.3534044550141891,1569.1840645968437
164,5.466666666666667,0.29213733216360993,0.9541015625,0.4302462577160344,1460.8730536978237
165,5.5,0.33571632194160006,0.979461669921875,0.4497755213257483,1606.4403561220993
166,5.533333333333333,0.41518791147266854,0.979461669921875,0.36818415891649636,1174.821478362892
167,5.566666666666666,0.39686914516346283,0.956024169921875,0.35518872894709275,998.6283675753658
168,5.6,0.3710723286832383,0.992523193359375,0.48798309918998767,1973.7918104325988
169,5.633333333333334,0.40627561115240635,0.992523193359375,0.34505005850091647,1490.1337790912469
170,5.666666666666667,0.41943316608201,0.953887939453125,0.30367571312841257,1894.1708891110989
171,5.7,0.40390378161512774,0.982208251953125,0.3399645270985362,2518.103873922294
172,5.733333333333333,0.4028299083009183,0.98870849609375,0.26327510266679477,2115.8827581391374
173,5.766666666666667,0.3475910229584266,0.942535400390625,0.43546964851798087,1107.625455772076
174,5.8,0.3080442206566137,0.942535400390625,0.3181598064632149,1375.0471943455368
175,5.833333333333333,0.2530160548864552,0.891571044921875,0.38894226272701027,1374.4965838780304
176,5.866666666666666,0.24758279375779907,0.891571044921875,0.36507546834312377,1470.8415471330882
177,5.9,0.2696212626297789,0.759552001953125,0.3299879065973511,1188.270293744715
178,5.933333333333334,0.22549539033887228,0.6593017578125,0.35349997362369007,1257.44158852913
179,5.966666666666667,0.20729356960668385,0.931060791015625,0.3226380079369945,1644.9470506432872
180,6.0,0.20466800131316623,0.931060791015625,0.30687250897609797,1347.0971782554495
181,6.033333333333333,0.13203240820014028,0.402069091796875,0.41167766335240763,1534.391915924103
182,6.066666666666666,0.1294513318924229,0.371429443359375,0.2893001126231811,1486.4683743426258
183,6.1,0.11679815475923461,0.233612060546875,0.34481920904966823,1271.6743864945508
184,6.133333333333334,0.11053404400698623,0.216644287109375,0.2710644266936575,1163.3458637733343
185,6.166666666666667,0.10308457371599211,0.192535400390625,0.2045598723594031,1038.447542679093
186,6.2,0.09712237874008839,0.1951904296875,0.17530977364686925,910.1940364301125
187,6.233333333333333,0.09889111899878111,0.198638916015625,0.13898498248908833,934.4903858613005
188,6.266666666666667,0.08834057710231809,0.198638916015625,0.1734540567181132,997.8215138828339
189,6.3,0.0662849473199381,0.140167236328125,0.15337311156432348,1196.5428842437243
190,6.333333333333333,0.05500337749567534,0.111114501953125,0.20328337095160337,1199.792761307496
191,6.366666666666666,0.05049251979186782,0.111114501953125,0.25949563737916265,1283.6782890915827
192,6.4,0.03470560450128521,0.092864990234375,0.21787538742930657,1311.1053984443085
193,6.433333333333334,0.028909607520842602,0.073455810546875,0.24215433928543417,1242.6427197466458
194,6.466666666666667,0.0318746052185031,0.073455810546875,0.19734730849065027,1141.7180032308743
195,6.5,0.026752143158795528,0.060882568359375,0.19852519886237585,1286.324451684688
196,6.533333333333333,0.022411031743123186,0.060882568359375,0.3066207224472356,1338.392549017166
197,6.566666666666666,0.021736610828280784,0.05352783203125,0.28648143226552036,1277.136496770228
198,6.6,0.018966465278566644,0.044281005859375,0.14548276478729688,1258.9915625119402
199,6.633333333333334,0.015129107964235153,0.0386962890625,0.20599376602555575,1402.9298638500545
200,6.666666666666667,0.008972680072555552,0.033538818359375,0.33013167133130633,1139.6526964297493
201,6.7,0.003958096328002455,0.00604248046875,0.42738879372608596,774.7696896731964
202,6.733333333333333,0.004532396570938575,0.011993408203125,0.4897465073592841,2267.843216169759
203,6.766666666666667,0.185705620626907,0.933990478515625,0.617849213149165,5423.477082323925
204,6.8,0.4098344968477288,0.989471435546875,0.3873112410384043,3759.3092267277857
205,6.833333333333333,0.5510813269414837,0.999969482421875,0.589422410193715,1500.0257983995984
206,6.866666666666666,0.5495943783078954,0.999969482421875,0.5069564188878009,1470.1992100712291
207,6.9,0.48709901527113986,0.983551025390625,0.5602684755610392,1146.105755408789
208,6.933333333333334,0.3068701790332431,0.98016357421875,0.39443454827495594,1113.5525684492911
209,6.966666666666667,0.07172564448997837,0.25384521484375,0.5567697714468478,2516.9462429719997
210,7.0,0.1742029334998042,0.94842529296875,0.5035877455482022,1332.5334439875844
211,7.033333333333333,0.24846761080076168,0.999969482421875,0.4354438551612846,1179.9041463333183
212,7.066666666666666,0.23390664278976636,0.953857421875,0.5134868409766804,3178.9059861470664
213,7.1,0.25580382168986054,1.0,0.46768873302905034,4892.768794264949
214,7.133333333333334,0.2516506769623569,1.0,0.3283541168210139,4799.498760270882
215,7.166666666666667,0.2898442565958285,1.0,0.7207883116608749,1408.975326685024
216,7.2,0.24405297570901616,1.0,0.3395402987822067,1115.1774268294755
217,7.233333333333333,0.04526533736799733,0.161590576171875,0.5509061006956003,2669.7520565775894
218,7.266666666666667,0.1131224040439023,0.61627197265625,0.3467460377882363,2777.7244336803924
219,7.3,0.23160229899354706,0.629638671875,0.44958040709199454,1410.4664317682727
220,7.333333333333333,0.2713176957742095,0.629638671875,0.3269395373025712,1304.7709988864597
221,7.366666666666666,0.18010591888123226,0.590545654296875,0.2804015418108184,1387.8749680243316
222,7.4,0.07183535828178288,0.23974609375,0.412922270652743,2675.3379598099145
223,7.433333333333334,0.030428850069787263,0.104248046875,0.3657193526849274,3235.798093072143
224,7.466666666666667,0.029277249963198602,0.104248046875,0.33885877863159986,3516.3122315911364
225,7.5,0.028319126630158297,0.112518310546875,0.3406434610501084,3486.791404929191
226,7.533333333333333,0.0337194152571546,0.129425048828125,0.3150887256553031,3115.3188747918425
227,7.566666666666666,0.09725921502166199,0.96240234375,0.30935890792965726,2971.8726959204323
228,7.6,0.2561131620365668,0.994873046875,0.4080570485773786,1861.689872310351
229,7.633333333333334,0.22332053612335062,0.994873046875,0.3299854148574309,1451.0020193026146
230,7.666666666666667,0.09729665152300299,0.279998779296875,0.1667343250141003,1369.1044234721344
231,7.7,0.07143607570091438,0.279998779296875,0.29319618867454167,1779.3476972938317
232,7.733333333333333,0.233707447555378,0.999969482421875,0.3960621033179329,1553.7875145637258
233,7.766666666666667,0.3442459190012811,0.999969482421875,0.34841162782042645,1692.5634080658633
234,7.8,0.41879129618692534,0.9979248046875,0.5368433849433406,749.539355879464
235,7.833333333333333,0.48102869980073965,1.0,0.4340040522552725,1133.6873577305673
236,7.866666666666666,0.42336862527011315,1.0,0.2867343191855749,1523.5344891555037
237,7.9,0.28500530140168256,0.90411376953125,0.5415833459662015,4332.187322805118
238,7.933333333333334,0.18278297740508181,0.8289794921875,0.3508048411251571,4693.993891115715
239,7.966666666666667,0.09368236286814957,0.408447265625,0.6291688985686301,1673.3416173585554
240,8.0,0.05686131337457129,0.17529296875,0.3456891585652683,2388.3544452492647
241,8.033333333333333,0.14081387093131995,0.771026611328125,0.48211123437577375,4670.070737717033
242,8.066666666666666,0.22392961569693642,0.91455078125,0.3728058956240931,5187.957422622002
243,8.1,0.2080732787858156,0.91455078125,0.44235520341061985,3872.2891380344154
244,8.133333333333333,0.40076347852905275,0.999969482421875,0.7278399429128994,1054.4910538359081
245,8.166666666666666,0.5133129837238959,1.0,0.33920287821282324,876.219187675267
246,8.2,0.38763481611748773,1.0,0.512371780296915,1557.7465945801823
247,8.233333333333333,0.15945062599651674,0.599090576171875,0.44722836581052944,3489.069715562059
248,8.266666666666667,0.1233433220567849,0.561279296875,0.37499307487705075,1981.8784131007685
249,8.3,0.1068018095465641,0.561279296875,0.34554374192274917,1246.912358590819
250,8.333333333333334,0.0629461347812029,0.178466796875,0.38288538491636953,1604.4832983445722
251,8.366666666666667,0.05367337131236437,0.178466796875,0.4179336316315435,2430.0959476502276
252,8.4,0.057045703949607805,0.17413330078125,0.3797018870488108,2848.6264377953366
253,8.433333333333334,0.05594040353431007,0.17413330078125,0.3066518570729366,2808.7694485906636
254,8.466666666666667,0.04231280600064155,0.12286376953125,0.28090783302459266,2999.929335267765
255,8.5,0.04057874582168842,0.21588134765625,0.22508602989913015,2898.4028964826975
256,8.533333333333333,0.03551027268072862,0.124847412109375,0.33127177464865987,3467.962905325511
257,8.566666666666666,0.03591972727213303,0.119476318359375,0.299787437596805,3496.4322963071463
258,8.6,0.042369784734158734,0.1480712890625,0.3331727625632964,3155.687206472022
259,8.633333333333333,0.04710616708957843,0.1480712890625,0.3277324772288723,2970.868346684543
260,8.666666666666666,0.1364569981586813,0.8480224609375,0.3626501953779744,2676.6631801141925
261,8.7,0.15313637056573248,0.8480224609375,0.29300437421267705,2119.5044377842573
262,8.733333333333333,0.10054176748324667,0.304107666015625,0.23606094604896138,2133.186251357749
263,8.766666666666667,0.1455418903219336,0.538787841796875,0.31663217328811516,2689.6708380962227
264,8.8,0.26447642812560646,0.999969482421875,0.34923831560766777,1850.373796941221
265,8.833333333333334,0.2810754603196455,0.999969482421875,0.34874053015037687,1434.9196859973906
266,8.866666666666667,0.22896674897149227,0.632232666015625,0.3562494109190709,1238.9322544674646
267,8.9,0.2748124836683097,0.988494873046875,0.4022074686029941,1322.297304596452
268,8.933333333333334,0.35858867801519734,0.999969482421875,0.40971948857468093,1305.0010724666042
269,8.966666666666667,0.3424657360915485,0.999969482421875,0.4396231925396479,1774.5272220003703
270,9.0,0.33939101206910083,0.871917724609375,0.3099155898237779,1305.308567041613
271,9.033333333333333,0.39371578826475706,0.96673583984375,0.46129832455142866,1241.6296367365312
272,9.066666666666666,0.44701062937503944,0.98736572265625,0.38524911356134756,1242.9425122295504
273,9.1,0.4470473469868913,0.98736572265625,0.316303707513966,1938.8249586353438
274,9.133333333333333,0.3865071074813271,0.95477294921875,0.39398217059805263,1703.994565647601
275,9.166666666666666,0.34148192382401077,0.96795654296875,0.3500952854290152,1677.162855371104
276,9.2,0.31998383679921794,0.96795654296875,0.3798937395058957,1902.127087126465
277,9.233333333333333,0.3041050892748297,0.946746826171875,0.3973850675345927,1200.3915606731925
278,9.266666666666667,0.31977011933938126,0.8809814453125,0.24621021776392896,1304.898482308194
279,9.3,0.31158276016821224,0.99835205078125,0.30372814420116384,1572.680035582142
280,9.333333333333334,0.26973768941497495,0.99835205078125,0.33398497711294467,1478.803988689544
281,9.366666666666667,0.2049959960520293,0.95758056640625,0.374924826361832,1729.7741036501723
282,9.4,0.1113122459863152,0.341552734375,0.31107343691837863,1724.652347091121
283,9.433333333333334,0.05005673286751801,0.17083740234375,0.2462249233059171,2096.758834249743
284,9.466666666666667,0.05157449889158249,0.17083740234375,0.279855162959869,2130.1213609258793
285,9.5,0.059759272339815435,0.211700439453125,0.3101408749071908,2201.8008314611957
286,9.533333333333333,0.06898407715655654,0.220245361328125,0.33537716078997604,2327.4536423261125
287,9.566666666666666,0.12845653656573344,0.6708984375,0.33276100011734483,2188.7042839112178
288,9.6,0.13799533464741645,0.6708984375,0.25123044186105997,2118.5499010226467
289,9.633333333333333,0.09552394530241001,0.298980712890625,0.3058332560134809,2386.1804634334408
290,9.666666666666666,0.08952099635075096,0.30133056640625,0.24043296712919726,2303.317210919065
291,9.7,0.1107204034410864,0.3590087890625,0.2867505372125279,2336.8600564934095
292,9.733333333333333,0.11582034161811668,0.41754150390625,0.34470181753792706,2384.4589042126777
293,9.766666666666667,0.11640153205807241,0.41754150390625,0.339579734549697,1881.8408594315606
294,9.8,0.1533276928286511,0.999969482421875,0.41051684776440994,3513.7901867688843
295,9.833333333333334,0.21793806975151997,0.999969482421875,0.28472169796831215,4233.167986503342
296,9.866666666666667,0.2961719475086204,0.836639404296875,0.5055347101747936,2053.93111962155
297,9.9,0.31731890971295396,0.81317138671875,0.41356022811734694,1703.0460506092702
298,9.933333333333334,0.2793648172003801,0.8302001953125,0.440372032920754,2186.491633760401
299,9.966666666666667,0.3539473412829574,1.0,0.3999412477153376,1763.8209966517043
300,10.0,0.3839369391431554,1.0,0.4410574115703962,1173.319971310808
301,10.033333333333333,0.34177039046222113,0.94683837890625,0.39221961680186995,2464.8404346027205
302,10.066666666666666,0.3170342611730681,0.95159912109375,0.5034980254812315,4890.11609511762
303,10.1,0.253310162124147,0.8670654296875,0.3061879423870284,4712.157763488715
304,10.133333333333333,0.3412748143544616,0.987701416015625,0.6240959566682457,1713.570244173198
305,10.166666666666666,0.3450525482114541,0.987701416015625,0.4226709385562752,1152.2517165860054
306,10.2,0.14871654338875095,0.59906005859375,0.4163902005645874,2144.417059294792
307,10.233333333333333,0.11137144764051941,0.41510009765625,0.3813202129687041,2706.0167933115745
308,10.266666666666667,0.16733011157822977,0.821533203125,0.3405069198379114,2716.096708920414
309,10.3,0.2996809944452861,0.87823486328125,0.41040959091018825,1543.403968452762
310,10.333333333333334,0.3626910958725859,0.9990234375,0.2611322244245418,1713.9348576109599
311,10.366666666666667,0.29981788058331627,0.9990234375,0.37717549337081624,2089.5434445259407
312,10.4,0.1842971014041743,0.787750244140625,0.3544643818035871,1845.2475134048454
313,10.433333333333334,0.12606366958554457,0.47711181640625,0.4060185838239995,2107.4686308566656
314,10.466666666666667,0.10059315621203742,0.40655517578125,0.2781340609874149,2127.934371202995
315,10.5,0.11021848083905451,0.40655517578125,0.3123066928619541,2292.879462718506
316,10.533333333333333,0.10876308998019435,0.30859375,0.29760329504124317,2044.7399055734838
317,10.566666666666666,0.0990759457636801,0.378387451171875,0.31862156829104576,2239.6215119253275
318,10.6,0.11247299150794687,0.378387451171875,0.303572026288387,2141.2515564171167
319,10.633333333333333,0.13647203890081844,0.487640380859375,0.3326246655424645,2846.473672117826
320,10.666666666666666,0.16765977646834487,0.592041015625,0.3429732554453243,3450.4389490091125
321,10.7,0.18209161968572626,0.592041015625,0.3556907630308254,3695.3502378028024
322,10.733333333333333,0.33237308105296265,0.999969482421875,0.3877000964857863,2520.7532201601052
323,10.766666666666667,0.4457233493843315,0.999969482421875,0.4482555602302886,1318.3445479128577
324,10.8,0.3814570230515733,0.999969482421875,0.3238192275871742,1508.1146963670199
